workload_type,provider,billing_type,sku_key,sku_name,model_key,unit_price_usd,unit_name,throughput_value,throughput_unit,memory_gb,latency_p50_ms,latency_p95_ms,region,notes,source_url,source_date,confidence
image_generation,fal_ai,pay_as_you_go,fal-ideogram-v3-turbo,Ideogram v3 Turbo,fal-ai/ideogram/v3,0.03,image,,,,,,global,Per image; turbo quality mode,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-ideogram-v3-balanced,Ideogram v3 Balanced,fal-ai/ideogram/v3,0.06,image,,,,,,global,Per image; balanced quality mode,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-ideogram-v3-quality,Ideogram v3 Quality,fal-ai/ideogram/v3,0.09,image,,,,,,global,Per image; maximum quality mode,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-ideogram-v2a,Ideogram v2a,fal-ai/ideogram/v2a,0.04,image,,,,,,global,Per image,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-ideogram-v2a-turbo,Ideogram v2a Turbo,fal-ai/ideogram/v2a/turbo,0.025,image,,,,,,global,Per image; turbo variant,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-auraflow,AuraFlow Text-to-Image,fal-ai/aura-flow,0.00111,compute_second,,,,,,global,Per compute second,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-imagen3,Imagen 3 (via fal),fal-ai/imagen3,0.05,image,,,,,,global,Per image; Google Imagen 3 on fal.ai,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-imagen3-fast,Imagen 3 Fast (via fal),fal-ai/imagen3/fast,0.025,image,,,,,,global,Per image; fast Imagen 3 variant,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-gemini-flash-edit,Gemini Flash Edit (Image Editing),fal-ai/gemini-flash-edit,0.04,image,,,,,,global,Per image; Gemini-powered image editing,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-f-lite-standard,F-Lite Standard,fal-ai/f-lite/standard,0.025,megapixel,,,,,,global,Per megapixel; fal-native model,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-ben-v2-image,BEN v2 Background Removal (Image),fal-ai/ben/v2/image,0.025,megapixel,,,,,,global,Per megapixel; background removal,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-bria-bg-remove,BRIA Background Remove,fal-ai/bria/background/remove,0.018,generation,,,,,,global,Per generation; AI background removal,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-cartoonify,Cartoonify Image,fal-ai/cartoonify,0.1,image,,,,,,global,Per image; cartoon style transfer,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-ghiblify,Ghiblify Image,fal-ai/ghiblify,0.05,image,,,,,,global,Per image; Studio Ghibli style,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-instant-character,Instant Character Generation,fal-ai/instant-character,0.1,megapixel,,,,,,global,Per megapixel; character consistency generation,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-fashn-tryon,FASHN Virtual Try-On v1.5,fal-ai/fashn/tryon/v1.5,0.075,generation,,,,,,global,Per generation; clothing virtual try-on,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-flux-lora-training,FLUX LoRA Fast Training,fal-ai/flux-lora-fast-training,2.0,training_run,,,,,,global,Per training run; fine-tune FLUX with custom images,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
video_generation,fal_ai,pay_as_you_go,fal-kling-v15-pro-t2v,Kling v1.5 Pro Text-to-Video,fal-ai/kling-video/v1.5/pro/text-to-video,0.1,video_second,,,,,,global,Per second of video generated,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
video_generation,fal_ai,pay_as_you_go,fal-kling-v15-pro-i2v,Kling v1.5 Pro Image-to-Video,fal-ai/kling-video/v1.5/pro/image-to-video,0.1,video_second,,,,,,global,Per second; image-to-video,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
video_generation,fal_ai,pay_as_you_go,fal-kling-v16-pro-t2v,Kling v1.6 Pro Text-to-Video,fal-ai/kling-video/v1.6/pro/text-to-video,0.095,video_second,,,,,,global,Per second; v1.6 improved motion,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
video_generation,fal_ai,pay_as_you_go,fal-kling-v16-pro-i2v,Kling v1.6 Pro Image-to-Video,fal-ai/kling-video/v1.6/pro/image-to-video,0.095,video_second,,,,,,global,Per second; v1.6 image-to-video,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
video_generation,fal_ai,pay_as_you_go,fal-kling-v16-std-t2v,Kling v1.6 Standard Text-to-Video,fal-ai/kling-video/v1.6/standard/text-to-video,0.045,video_second,,,,,,global,Per second; standard tier pricing,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
video_generation,fal_ai,pay_as_you_go,fal-kling-v16-std-i2v,Kling v1.6 Standard Image-to-Video,fal-ai/kling-video/v1.6/standard/image-to-video,0.045,video_second,,,,,,global,Per second; standard image-to-video,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
video_generation,fal_ai,pay_as_you_go,fal-kling-v2-master-t2v,Kling v2 Master Text-to-Video,fal-ai/kling-video/v2/master/text-to-video,1.4,5sec_video,,,,,,global,Per 5-second video; $0.28/additional second,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
video_generation,fal_ai,pay_as_you_go,fal-kling-lipsync-a2v,Kling Lipsync Audio-to-Video,fal-ai/kling-video/lipsync/audio-to-video,0.14,video,,,,,,global,Per video; lipsync generation,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
video_generation,fal_ai,pay_as_you_go,fal-hunyuan-video,HunyuanVideo Text-to-Video,fal-ai/hunyuan-video,0.4,video,,,,,,global,Per video; high quality open-source model,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
video_generation,fal_ai,pay_as_you_go,fal-hunyuan-video-i2v,HunyuanVideo Image-to-Video,fal-ai/hunyuan-video-image-to-video,0.4,video,,,,,,global,Per video; image-to-video variant,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
video_generation,fal_ai,pay_as_you_go,fal-cogvideox-5b,CogVideoX-5B Text-to-Video,fal-ai/cogvideox-5b,0.2,video,,,,,,global,Per video clip,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
video_generation,fal_ai,pay_as_you_go,fal-framepack,FramePack Video Generation,fal-ai/framepack,0.0333,second,,,,,,global,Per second; frame-by-frame extension model,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
video_generation,fal_ai,pay_as_you_go,fal-ben-v2-video,BEN v2 Background Removal (Video),fal-ai/ben/v2/video,0.001,megapixel,,,,,,global,Per megapixel; video background removal,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
speech_to_text,fal_ai,pay_as_you_go,fal-elevenlabs-stt,ElevenLabs Speech-to-Text,fal-ai/elevenlabs/speech-to-text,0.03,minute,,,,,,global,Per minute of audio transcribed,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
speech_to_text,fal_ai,pay_as_you_go,fal-elevenlabs-audio-isolation,ElevenLabs Audio Isolation,fal-ai/elevenlabs/audio-isolation,0.1,minute,,,,,,global,Per minute; voice/noise separation,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
text_to_speech,fal_ai,pay_as_you_go,fal-elevenlabs-multilingual-v2,ElevenLabs TTS Multilingual v2,fal-ai/elevenlabs/tts/multilingual-v2,0.1,1k_characters,,,,,,global,Per 1000 characters; highest quality ElevenLabs,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
text_to_speech,fal_ai,pay_as_you_go,fal-elevenlabs-turbo-v25,ElevenLabs TTS Turbo v2.5,fal-ai/elevenlabs/tts/turbo-v2.5,0.05,1k_characters,,,,,,global,Per 1000 characters; low-latency turbo tier,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
text_to_speech,fal_ai,pay_as_you_go,fal-csm-1b,CSM-1B TTS (Sesame),fal-ai/csm-1b,0.03,1k_characters,,,,,,global,Per 1000 characters; Sesame CSM-1B voice model,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
text_to_speech,fal_ai,pay_as_you_go,fal-dia-tts,Dia TTS,fal-ai/dia-tts,0.04,1k_characters,,,,,,global,Per 1000 characters; Dia expressive TTS,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
text_to_speech,fal_ai,pay_as_you_go,fal-dia-tts-voice-clone,Dia TTS Voice Clone,fal-ai/dia-tts/voice-clone,0.04,1k_characters,,,,,,global,Per 1000 characters; voice cloning variant,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
text_to_speech,fal_ai,pay_as_you_go,fal-elevenlabs-sound-effects,ElevenLabs Sound Effects Generation,fal-ai/elevenlabs/sound-effects,0.002,second,,,,,,global,Per second of generated audio,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
text_to_speech,fal_ai,pay_as_you_go,fal-ace-step-music,ACE-Step Music Generation,fal-ai/ace-step,0.005,second,,,,,,global,Per second of audio generated; music gen,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
text_to_speech,fal_ai,pay_as_you_go,fal-ace-step-audio-inpaint,ACE-Step Audio Inpainting,fal-ai/ace-step/audio-inpaint,0.005,second,,,,,,global,Per second; audio inpainting/editing,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
text_to_speech,fal_ai,pay_as_you_go,fal-diffrhythm,DiffRhythm Music Generation,fal-ai/diffrhythm,0.01,10_seconds,,,,,,global,Per 10 seconds of audio; rhythm-aware music,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
vision,fal_ai,pay_as_you_go,fal-got-ocr-v2,GOT OCR v2 (Vision),fal-ai/got-ocr/v2,0.05,image,,,,,,global,Per image; high accuracy OCR,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-hunyuan3d-v2,Hunyuan3D v2 (3D Generation),fal-ai/hunyuan3d/v2,0.16,generation,,,,,,global,Per 3D asset generation; full quality,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-hunyuan3d-v2-turbo,Hunyuan3D v2 Turbo,fal-ai/hunyuan3d/v2/turbo,0.14,generation,,,,,,global,Per 3D asset; turbo variant,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-hunyuan3d-v2-mini,Hunyuan3D v2 Mini,fal-ai/hunyuan3d/v2/mini,0.1,generation,,,,,,global,Per 3D asset; compact model,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-hunyuan3d-v2-mini-turbo,Hunyuan3D v2 Mini Turbo,fal-ai/hunyuan3d/v2/mini/turbo,0.08,generation,,,,,,global,Per 3D asset; mini turbo,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-ideogram-v3-edit-turbo,Ideogram v3 Edit Turbo,fal-ai/ideogram/v3/edit,0.03,image,,,,,,global,Per image; editing with turbo mode,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-finegrain-eraser-express,Finegrain Object Eraser (Express),fal-ai/finegrain-eraser,0.18,request,,,,,,global,Per request; AI-powered object removal,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-finegrain-eraser-standard,Finegrain Object Eraser (Standard),fal-ai/finegrain-eraser,0.27,request,,,,,,global,Per request; standard quality erasure,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
image_generation,fal_ai,pay_as_you_go,fal-finegrain-eraser-premium,Finegrain Object Eraser (Premium),fal-ai/finegrain-eraser,0.36,request,,,,,,global,Per request; premium quality erasure,https://gist.github.com/azer/6e8ffa228cb5d6f5807cd4d895b191a4,2025-05-15,vendor_list
